left_no,cyl_sys_id,legacy_name,legacy_type,new_product_code,cost_type,in_orion_scope,final_metric,final_status,cause_layer,cause_note,legacy_final,new_final,rm_rate_L,rm_rate_N,rm_landed_L,rm_landed_N,waste_L,waste_N,rm_norm_L,rm_norm_N,fixed_total_L,fixed_total_N,cap_pack_L,cap_pack_N,oil_L,oil_N,mb_cost_L,mb_cost_N,legacy_modified
3502,20230124000000000000000863043,PTY 300/96/TBL/DBR/NI/DH/SN/1/S,PTY,CSTPTY2606003952,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.3637,1.2552422114729656,1.1431,1,1.1431,1,.007,0.007,1.007,1.007,.2002,0.19422162804515747,.0131,0.010155001942921292,.0286,0.032053,,,2026-07-01
3506,20230124000000000000000863170,PTY 150/72/RND/SD/NI/DH/N/1/Z,PTY,CSTPTY2606003105,ACTUAL,Y,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.6515,1.3436643602616838,1.3418,1,1.3418,1,.006,0.006,1.006,1.006,.2721,0.2848583877995643,.0132,0.010165096378252225,.0255,0.028679,,,2026-09-01
3507,20230124000000000000000863297,PTY 225/72/RND/BSD/NI/DH/N/1/Z,PTY,CSTPTY2606001628,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.3235,1.3167107131845879,1.0235,1,1.0235,1,.007,0.007,1.007,1.007,.2314,0.22788671023965143,.0224,0.00906696602046544,.0271,0.030366,,,2025-07-01
3508,20230124000000000000000863424,PTY 300/72/RND/DSD/NI/DH/N/1/Z,PTY,CSTPTY2606004172,ACTUAL,Y,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.6835,1.233052125440508,1.4707,1,1.4707,1,.006,0.006,1.006,1.006,.1808,0.17430797944541399,.0128,0.010649148586740428,.0255,0.028679,,,2026-09-01
3509,20230124000000000000000863551,PTY 300/72/TBL/BR/NI/DH/N/1/Z,PTY,CSTPTY2606004182,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.2858,1.240611655376808,1.0767,1,1.0767,1,.007,0.007,1.007,1.007,.1755,0.18188658724738851,.0209,0.010155001942921292,.0282,0.028679,,,2023-02-03
351,20211002433,POY 380/72/RND/SD/SIM/NS/1/O,POY,CSTPOY2606001585,ACTUAL,Y,CAP_WITH_QLOSS,differ,PACKING,biaya packing berbeda,1.2553,1.2645900260392957,1.036,1.054714,1.0547,1.054714,.011,0.011,1.011,1.011,.1636,0.16348960306997654,.0078,0.015235740191229809,.0109,0.009512399999999999,0,0,2026-09-01
3510,20230124000000000000000863678,PTY 900/1728/RND/SD/LIM/DH/N/1/S-BO,PTY BO,CSTPTY2606005602,ACTUAL,Y,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),9.7592,1.4640877279596636,0,1.35,9.4913,1.35,.004,0.004,1.004,1.004,.054,0.05378729423868312,.0182,0.015687250996015936,0,0,,,2026-09-01
3511,20230124000000000000000863805,PTY 1800/3456/RND/SD/LIM/SH/N/1/Z-BO,PTY BO,CSTPTY2606005604,ACTUAL,Y,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),10.0363,1.0818219975455687,9.7592,1,9.7592,1,.004,0.004,1.004,1.004,.0269,0.02689364711934156,.0182,0.015687250996015936,0,0,,,2026-09-01
3512,20230124000000000000000863932,TCY 2700/5184-110/RND/SD/LIM/ACDH/N/1/S-BO,MELANGE,CSTTCY2606000206,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.5537,2.1138819588682307,1.4398,2,1.4398,2,.004,0.004,1.004,1.004,.0737,0.07654320987654321,.0125,0.015687250996015936,0,0,,,2023-08-03
3513,20230124000000000000000864059,TCS 2700/5184-110/RND/SPSD/LIM/SPACDH/T3/1/S/BO,SUPERBA,CSTTCS2606000146,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),2.142,2.645378584086858,1.5537,2,1.5537,2,.005,0.005,1.005,1.005,.1854,0.20884980393364538,.0212,0.029374864806402782,.038,0.38006999999999996,.06,0,2024-10-01
3514,20230124000000000000000864186,PTY 150/144/RND/BR/NI/DH/N/1/Z,PTY,CSTPTY2606004183,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.6865,1.5300556731445079,1.2058,1,1.2058,1,.01,0.01,1.01,1.01,.4296,0.4439043209876543,.0217,0.009642703400774862,.05,0.05061,,,2023-02-03
3515,20230124000000000000000864313,PTY 200/96/RND/BSD/NI/DH/N/1/Z,PTY,CSTPTY2606004193,ACTUAL,Y,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.7071,1.403448748452792,1.3318,1,1.3318,1,.006,0.006,1.006,1.006,.3035,0.3137543630017452,.0143,0.010121091632026026,.027,0.030366,,,2026-09-01
3516,20230124000000000000000864440,PTY 1800/3456/RND/SD/LIM/ACDH/N/1/S-BO,PTY BO,CSTPTY2606005603,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.3812,1.4679016658343125,1.2824,1.35,1.2824,1.35,.004,0.004,1.004,1.004,.0496,0.05583600427350427,.0199,0.017412848605577687,0,0,,,2023-03-01
3517,20230124000000000000000864567,TTY 1800/3456-100/RND/SD/LIM/ACDH/N/1/S-BO,TTY,CSTTTY2606000570,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.5181,1.1967132592358019,1.3812,1,1.3812,1,.002,0.002,1.002,1.002,.1215,0.1695372528705862,.0121,0.017447604790419163,0,0,,,2023-08-03
3518,20230124000000000000000864694,TTS 1800/3456-100/RND/SPSD/LIM/SPACDH/T3/1/S-BO,SUPERBA,CSTTTS2606000252,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.9487,1.6298080310365002,1.5181,1,1.5181,1,.005,0.005,1.005,1.005,.1878,0.20483782872216183,.0211,0.029374864806402782,.038,0.38006999999999996,.08,0,2024-10-01
3519,20230124000000000000000864821,POY 500/96/RND/BR/SIM/NS/1/O,POY,CSTPOY2606002764,ACTUAL,Y,CAP_WITH_QLOSS,differ,PARAMETER,parameter waste % berbeda,1.2574,1.2736008941072676,1.0588,1.08382,1.0838,1.08382,.018,0.025,1.018,1.025,.1257,0.1257359798710864,.0078,0.014950970632155305,.0138,0.0118905,0,0,2026-09-01
352,20211002434,POY 420/72/RND/SD/SIM/NS/1/O,POY,CSTPOY2606002359,ACTUAL,Y,CAP_WITH_QLOSS,differ,PACKING,biaya packing berbeda,1.2387,1.2483041534850121,1.036,1.054714,1.0547,1.054714,.011,0.011,1.011,1.011,.1473,0.14733298347247298,.0078,0.015235740191229809,.0109,0.009512399999999999,0,0,2026-09-01
3521,20230124000000000000000864949,POY 250/48/RND/FSD/SIM/NS/2/O,POY,CSTPOY2606002090,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.0835,1.351430422625803,.8144,1.054714,.8282,1.054714,.014,0.014,1.014,1.014,.2235,0.24652172431417727,.0078,0.015190664036817885,.01,0.009512399999999999,0,0,2025-10-01
3522,20231230000000000000001398955,ACY 150/72+70/RND/SD-PU/HIM/DH/N/1/ZO,ACY,CSTACY2606000060,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),2.026,4.67101710858857,1.849,4.456061,1.849,4.456061,.007,0.007,1.007,1.007,.0569,0.06708916083916083,.031,0.013902681231380337,0,0,,,2024-01-04
3523,20260101000000000000002670166,POY 500/96/TBL/DBR/SIM/NS/1/O,POY,CSTPOY2606001961,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.021,1.2499756430311322,.7663,1.08382,.7788,1.08382,.022,0.022,1.0026,1.0030000000000001,.1139,0.1257359798710864,.0078,0.015357261548687271,.0123,0.0118905,.1041,0.129884,2026-03-02
3529,20230124000000000000000865077,PTY 150/48/RND/DSD/IM/DH/N/1/Z,PTY,CSTPTY2606001723,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.5459,1.4206927116432808,1.1613,1,1.1613,1,.01,0.01,1.01,1.01,.29,0.29468109082713545,.022,0.009040034438226431,.0332,0.037114,,,2026-04-01
353,20211002435,POY 500/72/RND/SD/SIM/NS/1/O,POY,CSTPOY2606001594,ACTUAL,Y,CAP_WITH_QLOSS,differ,PACKING,biaya packing berbeda,1.2185,1.2281233887297656,1.036,1.054714,1.0547,1.054714,.013,0.013,1.013,1.013,.1253,0.12523303595160204,.0078,0.015205659756498851,.011,0.009512399999999999,0,0,2026-09-01
3530,20230124000000000000000865204,PTY 480/216/TBL/DBR/IM/DH/N/1/S,PTY,CSTPTY2606003472,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.4738,1.2850982764640582,1.2441,1,1.2441,1,.008,0.008,1.008,1.008,.1434,0.14916139818133545,.0227,0.010833333333333335,.0445,0.05061,,,2024-06-03
3531,20230124000000000000000865331,PTY 480/288/TBL/DBR/IM/DH/N/1/S,PTY,CSTPTY2606003730,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.2678,1.3047790047177819,1.0248,1,1.0248,1,.008,0.008,1.008,1.008,.163,0.15965228935777206,.0207,0.009837962962962965,.0452,0.05061,,,2025-09-01
3532,20230124000000000000000865458,TTY 480/216-120/TBL/OBR/NI/DH/SN/1/S,TTY,CSTTTY2606000086,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.4315,1.1232960803652803,1.3187,1,1.3187,1,.004,0.004,1.004,1.004,.0608,0.09478096794273266,.0312,0.013944223107569723,0,0,,,2023-08-03
3533,20230124000000000000000865585,PTY 190/288/RND/DSD/NI/DH/N/1/S,PTY,CSTPTY2606003240,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.6016,1.4328940110314476,1.2326,1,1.2326,1,.01,0.01,1.01,1.01,.3267,0.3428322845156369,.0322,0.01386138613861386,.0448,0.05061,,,2024-04-03
3534,20230124000000000000000865712,POY 250/36/RND/DSD/SIM/NS/2/O,POY,CSTPOY2606000369,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.3199,1.344238727735032,.9092,1.054714,.923,1.054714,.02,0.02,1.0059,1.0062,.2267,0.247496118481427,.0078,0.015308421122374611,.0138,0.009512399999999999,.1381,0.13631916,2024-10-02
3535,20230124000000000000000865840,PTY 300/72/RND/DSD/NI/DH/N/1/Z,PTY,CSTPTY2606004171,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.4899,1.233052125440508,1.2915,1,1.2915,1,.006,0.006,1.006,1.006,.1663,0.17430797944541399,.0209,0.010649148586740428,.0282,0.028679,,,2023-02-04
3536,20230124000000000000000865967,TTY 1000/576-100/TBL/DBR/NI/DH/SN/1/S,TTY,CSTTTY2606000060,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.4836,1.0761942384021337,1.39,1,1.39,1,.004,0.004,1.004,1.004,.0291,0.045494864612511676,.0301,0.014990039840637452,0,0,,,2024-09-03
3537,20230124000000000000000866095,TCS 1800/1728-180/TBL/SPBR/IM/SPDH/T3/1/S,SUPERBA,CSTTCS2606000155,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),2.3666,2.6597303572015694,1.9936,2,1.9936,2,.005,0.005,1.005,1.005,.2125,0.22280605931182518,.021,0.02967769846420074,,0.38006999999999996,0,0,2024-10-01
3538,20230124000000000000000866222,TTS 1500/480-140/TBL/SPBR/IM/SPSH/T3/1/S,SUPERBA,CSTTTS2606000127,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.7688,1.6406336280473268,1.4498,1,1.4498,1,.005,0.005,1.005,1.005,.1946,0.21771334938469772,.0217,0.02725502920181701,,0.38006999999999996,0,0,2024-10-01
3539,20230124000000000000000866349,PTY 150/144/TBL/BR/NI/DH/N/1/Z,PTY,CSTPTY2606003245,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.5969,1.5300556731445079,1.1009,1,1.1009,1,.01,0.01,1.01,1.01,.4521,0.4439043209876543,.0217,0.009642703400774862,.0449,0.05061,,,2025-06-01
354,20211002436,POY 500/96/RND/SD/SIM/NS/1/O,POY,CSTPOY2606001819,ACTUAL,Y,CAP_WITH_QLOSS,differ,FIXED_COST,fixed cost per kg berbeda,1.2151,1.2247274943736421,1.036,1.054714,1.0547,1.054714,.01,0.01,1.01,1.01,.1253,0.12498306981197808,.0078,0.015250825082508253,.0109,0.009512399999999999,0,0,2026-09-01
3540,20230228000000000000000938397,PTY 160/36/RND/SD/IM/LTDH/N/1/S,PTY,CSTPTY2606004147,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.5354,1.3836760835585307,1.1913,1,1.1913,1,.006,0.006,1.006,1.006,.2537,0.2704778991394355,.0199,0.00974155069582505,.0259,0.028679,,,2023-09-04
3541,20230124000000000000000866476,POY 500/72/RND/BR/SIM/NS/1/O,POY,CSTPOY2606002763,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.1067,1.2736008941072676,.9272,1.08382,.941,1.08382,.025,0.025,1.025,1.025,.1152,0.1257359798710864,.0078,0.014950970632155305,.0176,0.0118905,0,0,2024-07-02
3542,20230124000000000000000866604,PTY 300/72/RND/BR/NI/DH/N/1/Z,PTY,CSTPTY2606004185,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.294,1.2489660370319664,1.0767,1,1.0767,1,.007,0.007,1.007,1.007,.1835,0.19015415939499708,.0209,0.010155001942921292,.0282,0.028679,,,2023-02-03
3543,20230124000000000000000866731,PTY 75/36/RND/OSD/NI/DH/N/1/Z,PTY,CSTPTY2606001191,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),2.0552,1.7163271249198844,1.4483,1,1.4483,1,.007,0.007,1.007,1.007,.5439,0.6538688852518639,.023,0.0072535728163723515,.0316,0.032053,,,2023-03-08
3544,20230124000000000000000866858,POY 120/96/RND/SD/SIM/NS/1/O,POY,CSTPOY2606000032,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.591,1.6236753949981875,1.0098,1.054714,1.0285,1.054714,.009,0.009,1.009,1.009,.5218,0.5218043164650086,.0078,0.015265939874463166,.0103,0.009512399999999999,0,0,2026-07-01
3545,20230124000000000000000866986,PTY 75/96/RND/SD/IM/DH/N/1/Z/RW,PTY,CSTPTY2606001461,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),2.2296,1.644582265619,1.591,1,1.591,1,.007,0.007,1.007,1.007,.5266,0.522923938336242,.0135,0.009429644661284056,.0301,0.03374,,,2026-07-01
3546,20230124000000000000000867113,PTY 300/96/RND/FSD/NI/DH/N/1/Z,PTY,CSTPTY2606001807,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.3788,1.2475162377614442,1.1627,1,1.1627,1,.007,0.007,1.007,1.007,.179,0.18093926127214172,.0202,0.0095001655081099,.0331,0.037114,,,2025-10-01
3547,20230124000000000000000867240,POY 130/36/RND/OSD/SIM/NS/1/O,POY,CSTPOY2606000037,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.3601,1.589503437402179,.881,1.054714,.8948,1.054714,.015,0.015,1.015,1.015,.4245,0.4816655228907771,.0078,0.015175697865353043,.0147,0.009512399999999999,0,0,2023-03-03
3548,20230124000000000000000867368,POY 180/48/RND/SD/SIM/NS/1/O,POY,CSTPOY2606003320,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.2407,1.4556851865005802,.881,1.054714,.8948,1.054714,.016,0.016,1.016,1.016,.3066,0.34786954431000566,.0078,0.015160761154855644,.0147,0.009512399999999999,0,0,2023-03-03
3549,20230127000000000000000874454,PTY 75/72/RND/SD/SIM/DH/N/1/Z,PTY BO,CSTPTY2606001201,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.5112,1.5492359250048489,.925,0.929603,.9312,0.929603,.007,0.007,1.007,1.007,.5147,0.522923938336242,.0138,0.010363816917938072,.0301,0.03374,,,2026-07-02
355,20211002437,POY 500/96/TBL/BR/SIM/NS/1/O,POY,CSTPOY2606001881,ACTUAL,Y,CAP_WITH_QLOSS,differ,PARAMETER,parameter waste % berbeda,1.2574,1.2736008941072676,1.0588,1.08382,1.0838,1.08382,.018,0.025,1.018,1.025,.1257,0.1257359798710864,.0078,0.014950970632155305,.0138,0.0118905,0,0,2026-09-01
3550,20230428000000000000001018983,POY 310/288/RND/DBR/SIM/NS/1/O,POY,CSTPOY2606003091,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.0911,1.3928362830189522,.7979,1.08382,.8117,1.08382,.025,0.085,1.0012,1.0617999999999999,.1802,0.19878259674857468,.0078,0.013174554055941461,.0197,0.019024799999999998,.067,0.09429872,2025-11-01
3552,20230425000000000000001009412,POY 310/288/RND/DBR/SIM/NS/1/O,POY,CSTPOY2606003093,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.1377,1.3946722890294097,.8031,1.08382,.8169,1.08382,.025,0.085,1.003,1.0635,.1802,0.19878259674857468,.0078,0.013153494590125664,.02,0.019024799999999998,.1055,0.12178675,2025-08-01
3554,20230428000000000000001019490,PTY 190/288/RND/DBR/LIM/DH/N/1/S,PTY,CSTPTY2606003645,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.5112,1.4743103950582053,1.0911,1,1.0911,1,.01,0.01,1.01,1.01,.3636,0.368895557607469,.0227,0.0069306930693069325,.0453,0.05061,,,2025-11-01
3556,20230425000000000000001009540,PTY 190/288/RND/DBR/LIM/DH/N/1/S,PTY,CSTPTY2606003643,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.5588,1.4743103950582053,1.1377,1,1.1377,1,.01,0.01,1.01,1.01,.3636,0.368895557607469,.0227,0.0069306930693069325,.0453,0.05061,,,2025-08-01
356,20211003424,POY 500/96/TBL/DBR/SIM/NS/1/O,POY,CSTPOY2606001924,ACTUAL,Y,CAP_WITH_QLOSS,differ,PACKING,biaya packing berbeda,1.3117,1.255899918049133,1.0588,1.08382,1.0838,1.08382,.022,0.022,1.0082,1.0085,.1257,0.1257359798710864,.0078,0.01527350851098992,.0138,0.0118905,.0639,0.06563835,2026-09-01
357,20211002438,PTY 480/216/TBL/DBR/LIM/GTDH/N/1/S,PTY,CSTPTY2606004636,ACTUAL,Y,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.6577,1.254274145507723,1.4549,1,1.4549,1,.008,0.008,1.008,1.008,.1439,0.14284678521484873,.0177,0.01701388888888889,.0451,0.05061,,,2026-09-01
3570,20230428000000000000001018729,POY 250/48/RND/DSD/SIM/NS/1/O,POY,CSTPOY2606000742,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.6096,1.3188907287094087,.9781,1.054714,.9919,1.054714,.012,0.012,.9816,0.982,.2267,0.247496118481427,.0078,0.015685675492192803,.0145,0.009512399999999999,.3772,0.293781,2023-06-03
3573,20230428000000000000001019237,PTY 150/48/RND/DSD/NI/DH/N/1/Z,PTY,CSTPTY2606000466,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.9181,1.365694311643281,1.6096,1,1.6096,1,.01,0.01,1.01,1.01,.2575,0.29468109082713545,.022,0.009040034438226431,.0353,0.037114,,,2023-06-03
3576,20230127000000000000000874581,POY 250/48/RND/BSD/SIM/NS/1/O,POY,CSTPOY2606000379,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.7339,1.293468091228138,.881,1.054714,.8948,1.054714,.012,0.012,.9584,0.959,.216,0.245045661862799,.0078,0.016061870003475844,.0154,0.00998802,.6249,0.6305781,2023-03-03
3577,20230127000000000000000874709,PTY 150/48/RND/BSD/NI/DH/N/1/Z,PTY,CSTPTY2606002858,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),2.0532,1.3983459989910039,1.7339,1,1.7339,1,.007,0.007,1.007,1.007,.2555,0.2885097590820645,.0232,0.00906696602046544,.0498,0.05061,,,2023-02-03
358,20211002439,PTY 300/96/RND/DSD/HIM/LTDH/N/1/Z,PTY,CSTPTY2606002089,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.59,1.3208100511468077,1.3135,1,1.3135,1,.009,0.009,1.009,1.009,.1764,0.18284388507500637,.0128,0.009481334654773707,.0331,0.037114,,,2026-06-01
3582,20230127000000000000000874836,ACY 150/288+70/RND/SD-PU/HIM/DH/N/1/ZO,ACY,CSTACY2606000088,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),2.1395,4.67101710858857,1.9574,4.456061,1.9574,4.456061,.007,0.007,1.007,1.007,.06,0.06708916083916083,.0308,0.013902681231380337,0,0,,,2023-08-03
3583,20230127000000000000000874963,PTY 480/216/TBL/DBR/IM/DH/N/1/S,PTY,CSTPTY2606003471,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.4968,1.2850982764640582,1.2618,1,1.2618,1,.008,0.008,1.008,1.008,.1503,0.14916139818133545,.0161,0.010833333333333335,.0451,0.05061,,,2026-08-02
3584,20230127000000000000000875090,PTY 480/216/TBL/DBR/IM/DH/N/1/S,PTY,CSTPTY2606003470,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.3962,1.2850982764640582,1.156,1,1.156,1,.008,0.008,1.008,1.008,.1457,0.14916139818133545,.0298,0.010833333333333335,.0499,0.05061,,,2023-02-04
3585,20230127000000000000000875217,PTY 480/216/TBL/DBR/IM/DH/N/1/S,PTY,CSTPTY2606003469,ACTUAL,Y,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.8333,1.2850982764640582,1.5875,1,1.5875,1,.008,0.008,1.008,1.008,.1503,0.14916139818133545,.0161,0.010833333333333335,.0451,0.05061,,,2026-09-01
3586,20230127000000000000000875344,PTY 480/216/TBL/DBR/IM/DH/N/1/S,PTY,CSTPTY2606003468,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.4909,1.2850982764640582,1.2485,1,1.2485,1,.008,0.008,1.008,1.008,.1457,0.14916139818133545,.0298,0.010833333333333335,.0499,0.05061,,,2023-02-03
3587,20230901000000000000001211340,POY 380/48/RND/FSD/SIM/NS/1/O,POY,CSTPOY2606003352,ACTUAL,Y,CAP_WITH_QLOSS,differ,PACKING,biaya packing berbeda,1.3802,1.248080135564476,1.036,1.054714,1.0547,1.054714,.025,0.025,.9932,0.9939999999999999,.1648,0.1647803104626343,.0078,0.015496311200536555,.0111,0.009512399999999999,.1398,0.1386723,2026-09-01
3588,20230127000000000000000875598,PTY 480/216/TBL/DBR/LIM/GTDH/N/1/S,PTY,CSTPTY2606004569,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.4641,1.254274145507723,1.2679,1,1.2679,1,.008,0.008,1.008,1.008,.1358,0.14284678521484873,.0289,0.01701388888888889,.0447,0.05061,,,2024-04-03
3589,20230127000000000000000875725,PTY 480/216/TBL/DBR/NI/SH/N/1/S,PTY,CSTPTY2606004177,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.415,1.2363924954201893,1.2272,1,1.2272,1,.008,0.008,1.008,1.008,.1457,0.15078271772678475,.0309,0.015364583333333336,.0499,0.05061,,,2023-02-03
359,20211002440,PTY 300/96/RND/DSD/HIM/LTDH/N/1/Z,PTY,CSTPTY2606002090,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.4954,1.3208100511468077,1.222,1,1.222,1,.009,0.009,1.009,1.009,.1764,0.18284388507500637,.0128,0.009481334654773707,.0331,0.037114,,,2026-06-01
3591,20230127000000000000000875979,PTY 480/216/TBL/DBR/NI/SH/N/1/S,PTY,CSTPTY2606004176,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.5059,1.2363924954201893,1.3254,1,1.3254,1,.008,0.008,1.008,1.008,.1457,0.15078271772678475,.0215,0.015364583333333336,.0499,0.05061,,,2023-02-03
3592,20230127000000000000000876106,PTY 480/288/TBL/DBR/NI/DH/N/1/S,PTY,CSTPTY2606003252,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.5149,1.2447329165233376,1.3224,1,1.3224,1,.008,0.008,1.008,1.008,.1525,0.15965228935777206,.031,0.014756944444444448,.0447,0.05061,,,2024-05-02
3593,20230127000000000000000876233,PTY 450/144/TBL/DBR/NI/DH/N/1/S,PTY,CSTPTY2606004144,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.5537,1.214365833799577,1.3764,1,1.3764,1,.008,0.008,1.008,1.008,.1394,0.14755822304298757,.0216,0.010265700483091786,.0366,0.037114,,,2023-03-08
