left_no,cyl_sys_id,legacy_name,legacy_type,new_product_code,cost_type,in_orion_scope,final_metric,final_status,cause_layer,cause_note,legacy_final,new_final,rm_rate_L,rm_rate_N,rm_landed_L,rm_landed_N,waste_L,waste_N,rm_norm_L,rm_norm_N,fixed_total_L,fixed_total_N,cap_pack_L,cap_pack_N,oil_L,oil_N,mb_cost_L,mb_cost_N,legacy_modified
1654,2022022204704,PTY 150/48/RND/DSD/NI/LTDH/SN/1/Z,PTY,CSTPTY2606003821,SELLING,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),2.124,0.34712305464801607,1.7749,0,1.7749,0,.01,0.01,1.01,1.01,.2918,0.29468109082713545,.0177,0.011551155115511552,.0332,0.037114,,,2026-09-06
1655,2022022204705,PTY 150/48/RND/DSD/NI/LTDH/SN/1/Z,PTY,CSTPTY2606003820,SELLING,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),2.0248,0.34712305464801607,1.679,0,1.679,0,.01,0.01,1.01,1.01,.2918,0.29468109082713545,.0177,0.011551155115511552,.0332,0.037114,,,2026-09-06
1656,2022022204706,PTY 160/48/RND/DSD/NI/LTDH/SN/1/Z,PTY,CSTPTY2606003863,SELLING,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),2.0596,0.3308497935248418,1.7076,0,1.7076,0,.007,0.007,1.007,1.007,.2832,0.28613007703081234,.0139,0.00906696602046544,.0286,0.032053,,,2026-09-06
1657,2022112946570,POY 380/108/TBL/DBR/SIM/NS/2/O,POY,CSTPOY2606002956,SELLING,Y,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.7315,0.18097209219559052,1.192,0,1.217,0,.02,0.02,.9885,0.9891,.1508,0.15088317584530367,.0078,0.015573079904290096,.0152,0.01307955,.3386,0.34051181999999997,2026-09-05
1658,2022022204708,PTY 150/48/RND/DSD/NI/DH/N/2/SZ,PTY,CSTPTY2606000850,SELLING,Y,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.9848,0.35586274522649786,1.6402,0,1.6402,0,.007,0.007,1.007,1.007,.3012,0.3052054154995331,.0135,0.0096714304218298,.0331,0.037114,,,2026-09-06
1659,2022022404711,PTY 200/72/RND/SD/LIM/SH/N/1/Z,PTY,CSTPTY2606001390,SELLING,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.727,0.2741016269131901,1.4404,0,1.4404,0,.006,0.006,1.006,1.006,.2177,0.21638231931154842,.0137,0.010627146213627328,.018,0.020243999999999998,,,2026-09-06
166,20210800285,POY 250/48/RND/DSD/SIM/NS/1/O,POY,CSTPOY2606000399,SELLING,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.6533,0.2747606642677742,1.172,0,1.1908,0,.012,0.012,.9889,0.9892,.2475,0.247496118481427,.0078,0.01557150559374579,.0109,0.009512399999999999,.195,0.19764635999999997,2026-09-05
1660,2022022404712,PTY 150/96/RND/SD/LIM/SH/N/2/SZ,PTY,CSTPTY2606001654,SELLING,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.856,0.38449021554299545,1.4843,0,1.4843,0,.007,0.007,1.007,1.007,.2992,0.30988085234740265,.0128,0.0095001655081099,.0331,0.037114,,,2026-09-06
1661,2022022404713,PTY 200/72/RND/SD/SIM/SH/N/1/Z,PTY,CSTPTY2606001753,SELLING,Y,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.7331,0.28016462691319005,1.4404,0,1.4404,0,.006,0.006,1.006,1.006,.2177,0.21638231931154842,.0137,0.010627146213627328,.018,0.020243999999999998,,,2026-09-06
1662,2022022404714,PTY 300/96/TBL/BR/LIM/DH/N/1/Z,PTY,CSTPTY2606001777,SELLING,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.6531,0.26300272563128807,1.3967,0,1.3967,0,.007,0.007,1.007,1.007,.1926,0.1911549707602339,.0133,0.011374921007493008,.0301,0.03374,,,2026-09-06
1663,2022030204738,PTY 75/36/RND/DSD/IM/DH/N/1/Z,PTY,CSTPTY2606002086,SELLING,Y,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),2.821,0.8327338252554904,2.0398,0,2.0398,0,.007,0.007,1.007,1.007,.6593,0.7198448448448447,.0149,0.0072535728163723515,.0376,0.042175000000000004,,,2026-09-06
1664,2022030204739,PTY 150/48/RND/DFD/HIM/RWDH/N/1/Z,PTY,CSTPTY2606002228,SELLING,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),2.0492,0.4126011536579171,1.6411,0,1.6411,0,.01,0.01,1.01,1.01,.29,0.29468109082713545,.0136,0.008316831683168319,.0332,0.037114,,,2026-09-06
1665,2022030204740,PTY 150/48/TBL/DBR/NI/DH/N/1/Z,PTY,CSTPTY2606003161,SELLING,Y,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),2.2118,0.4194439884153467,1.777,0,1.777,0,.007,0.007,1.007,1.007,.3805,0.3699202674897119,.0143,0.008462501619101078,.0331,0.037114,,,2026-09-06
1666,2022030204741,PTY 300/96/TBL/DBR/LIM/HSSH/N/4/SSSS/SHRIVEL,PTY,CSTPTY2606003404,SELLING,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.9453,0.35269198835058185,1.5641,0,1.5641,0,.013,0.013,1.013,1.013,.2646,0.26112018881626725,.0189,0.014684106614017775,.0454,0.05061,,,2026-09-06
1667,2022030204742,PTY 150/48/RND/DSD/HIM/DH/SN/3/ZSZ,PTY,CSTPTY2606004016,SELLING,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),2.2259,0.42324124590171114,1.7992,0,1.7992,0,.01,0.01,1.01,1.01,.3023,0.3052054154995331,.014,0.008316831683168319,.0332,0.037114,,,2026-09-06
1668,2022030504754,PTY 160/48/RND/DSD/NI/LTDH/SN/1/Z,PTY,CSTPTY2606003862,SELLING,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.9741,0.3304678475812297,1.6274,0,1.6274,0,.007,0.007,1.007,1.007,.2832,0.28613007703081234,.0133,0.008689175769612712,.0286,0.032053,,,2026-09-06
1669,2022030504755,PTY 150/36/RND/BSD/LIM/DH/N/1/Z,PTY,CSTPTY2606002903,SELLING,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.9152,0.39835700792768475,1.5181,0,1.5181,0,.006,0.006,1.006,1.006,.2928,0.29881367904928113,.0127,0.009741550695825048,.0285,0.032053,,,2026-09-06
167,20210800286,POY 250/48/RND/DSD/SIM/NS/1/O,POY,CSTPOY2606000400,SELLING,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.5281,0.27466133198337184,1.172,0,1.1908,0,.012,0.012,.9953,0.9955,.2475,0.247496118481427,.0078,0.015472961660806965,.0109,0.009512399999999999,.0646,0.06603795,2026-09-05
1670,2022030504756,PTY 150/48/TBL/DBR/LIM/DH/N/1/Z,PTY,CSTPTY2606003678,SELLING,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),2.1366,0.4440603018419141,1.6796,0,1.6796,0,.007,0.007,1.007,1.007,.3805,0.3699202674897119,.015,0.00884716078360567,.0331,0.037114,,,2026-09-06
1671,2022030504757,PTY 150/48/RND/DSD/HIM/DH/N/1/Z,PTY,CSTPTY2606000033,SELLING,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.9366,0.41295150019257054,1.5327,0,1.5327,0,.01,0.01,1.01,1.01,.29,0.29468109082713545,.0133,0.008663366336633664,.0332,0.037114,,,2026-09-06
1672,2023082459953,POY 250/144/RND/DBR/SIM/NS/1/O,POY,CSTPOY2606003077,SELLING,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.554,0.2797649813239628,1.192,0,1.217,0,.02,0.018,1.0108,1.0090000000000001,.2505,0.2504660719032041,.0078,0.015188052426124067,.0138,0.0118905,.0356,0.03621780000000001,2026-09-05
1673,2022030504759,PTY 300/96/TBL/DBR/LIM/HSSH/N/4/SSSS/SHRIVEL,PTY,CSTPTY2606003403,SELLING,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.8105,0.35269198835058185,1.4361,0,1.4361,0,.013,0.013,1.013,1.013,.2646,0.26112018881626725,.0189,0.014684106614017775,.0454,0.05061,,,2026-09-06
1674,2022030504760,PTY 150/48/RND/DSD/NI/DH/N/1/Z,PTY,CSTPTY2606000362,SELLING,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),2.4707,0.34458431164328085,2.1136,0,2.1136,0,.01,0.01,1.01,1.01,.2918,0.29468109082713545,.0139,0.009040034438226431,.0332,0.037114,,,2026-09-06
1675,2022030504761,PTY 300/96/TBL/DBR/LIM/HSSH/N/4/SSSS/SHRIVEL,PTY,CSTPTY2606003402,SELLING,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.8013,0.35269198835058185,1.4273,0,1.4273,0,.013,0.013,1.013,1.013,.2646,0.26112018881626725,.0189,0.014684106614017775,.0454,0.05061,,,2026-09-06
1676,2022030504763,PTY 480/216/TBL/DBR/IM/DH/N/1/S,PTY,CSTPTY2606003482,SELLING,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.8373,0.26752227646405813,1.5866,0,1.5866,0,.008,0.008,1.008,1.008,.1503,0.14916139818133545,.0161,0.010833333333333335,.0451,0.05061,,,2026-09-06
1677,2022030504764,PTY 150/48/TBL/BR/NI/DH/N/1/Z,PTY,CSTPTY2606001773,SELLING,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.8853,0.3815625073508795,1.5171,0,1.5171,0,.007,0.007,1.007,1.007,.3194,0.3170745149911816,.0134,0.009913216182375546,.0451,0.05061,,,2026-09-06
1678,2022030504765,PTY 480/216/TBL/DBR/IM/DH/N/1/S,PTY,CSTPTY2606003481,SELLING,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.8337,0.26752227646405813,1.583,0,1.583,0,.008,0.008,1.008,1.008,.1503,0.14916139818133545,.0161,0.010833333333333335,.0451,0.05061,,,2026-09-06
1679,2022030504766,PTY 480/216/TBL/DBR/IM/DH/N/1/S,PTY,CSTPTY2606003480,SELLING,Y,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.8958,0.26752227646405813,1.6432,0,1.6432,0,.008,0.008,1.008,1.008,.1503,0.14916139818133545,.0161,0.010833333333333335,.0451,0.05061,,,2026-09-06
168,20210800287,POY 250/48/RND/DSD/SIM/NS/1/O,POY,CSTPOY2606000401,SELLING,Y,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.6879,0.27503841378977223,1.172,0,1.1908,0,.012,0.012,.9715,0.972,.2475,0.247496118481427,.0078,0.015847050754458164,.0109,0.009512399999999999,.2496,0.243696,2026-09-05
1680,2022030504767,PTY 150/48/RND/DSD/IM/DH/N/2/SZ,PTY,CSTPTY2606002009,SELLING,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),2.0452,0.4123278176499684,1.648,0,1.648,0,.007,0.007,1.007,1.007,.296,0.3052054154995331,.0154,0.011122144985104273,.0331,0.037114,,,2026-09-06
1681,2022030504768,PTY 150/48/TBL/DBR/NI/DH/N/1/Z,PTY,CSTPTY2606003160,SELLING,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.9724,0.4194439884153467,1.5451,0,1.5451,0,.007,0.007,1.007,1.007,.3805,0.3699202674897119,.0143,0.008462501619101078,.0331,0.037114,,,2026-09-06
1682,2022030504769,PTY 150/48/RND/DSD/HIM/RWDH/N/1/Z,PTY,CSTPTY2606002214,SELLING,Y,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.9419,0.41295150019257054,1.5378,0,1.5378,0,.01,0.01,1.01,1.01,.29,0.29468109082713545,.0133,0.008663366336633664,.0332,0.037114,,,2026-09-06
1683,2022030504770,PTY 150/48/TBL/DBR/NI/DH/N/1/Z,PTY,CSTPTY2606003159,SELLING,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),2.1414,0.4194439884153467,1.7087,0,1.7087,0,.007,0.007,1.007,1.007,.3805,0.3699202674897119,.0143,0.008462501619101078,.0331,0.037114,,,2026-09-06
1684,2022030504771,PTY 150/48/RND/DSD/HIM/RWDH/N/1/Z,PTY,CSTPTY2606002215,SELLING,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.9366,0.41295150019257054,1.5327,0,1.5327,0,.01,0.01,1.01,1.01,.29,0.29468109082713545,.0133,0.008663366336633664,.0332,0.037114,,,2026-09-06
1685,2022030604799,PTY 200/288/RND/SD/NI/DH/N/1/Z,PTY,CSTPTY2606003655,SELLING,Y,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.7992,0.33415599459273665,1.4427,0,1.4427,0,.02,0.02,1.02,1.02,.2911,0.28523123909249565,.0131,0.010025575447570333,.032,0.03542700000000001,,,2026-09-06
1686,2022031104805,PTY 150/48/RND/DSD/NI/DH/N/1/Z,PTY,CSTPTY2606000363,SELLING,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.8619,0.34458431164328085,1.5254,0,1.5254,0,.01,0.01,1.01,1.01,.2918,0.29468109082713545,.0139,0.009040034438226431,.0332,0.037114,,,2026-09-06
1687,2022042005028,POY 250/48/RND/DSD/SIM/NS/1/O,POY,CSTPOY2606000595,SELLING,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.5312,0.27463786646879695,1.172,0,1.1908,0,.012,0.012,.9953,0.997,.2475,0.247496118481427,.0078,0.015449682380474759,.0109,0.009512399999999999,.0677,0.062465999999999994,2026-09-05
1688,2022031104807,PTY 150/48/RND/DSD/HIM/DH/N/2/SZ,PTY,CSTPTY2606001849,SELLING,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),2.1386,0.44791109371745597,1.6932,0,1.6932,0,.01,0.01,1.01,1.01,.3255,0.32868275515334344,.0128,0.009240924092409241,.0332,0.037114,,,2026-09-06
1689,2022031104808,PTY 150/48/RND/DSD/HIM/DH/N/2/SZ,PTY,CSTPTY2606001850,SELLING,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),2.1391,0.44791109371745597,1.6937,0,1.6937,0,.01,0.01,1.01,1.01,.3255,0.32868275515334344,.0128,0.009240924092409241,.0332,0.037114,,,2026-09-06
169,20210800288,POY 250/48/RND/DSD/SIM/NS/1/O,POY,CSTPOY2606000402,SELLING,Y,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.6943,0.2748741375915022,1.172,0,1.1908,0,.012,0.012,.9817,0.9821,.2475,0.247496118481427,.0078,0.015684078335539493,.0109,0.009512399999999999,.2438,0.24065912,2026-09-05
1690,2022031104809,PTY 150/48/RND/DSD/HIM/DH/N/2/SZ,PTY,CSTPTY2606001851,SELLING,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),2.0098,0.44791109371745597,1.5687,0,1.5687,0,.01,0.01,1.01,1.01,.3255,0.32868275515334344,.0128,0.009240924092409241,.0332,0.037114,,,2026-09-06
1691,2022042105032,POY 250/48/RND/DSD/SIM/NS/1/O,POY,CSTPOY2606000596,SELLING,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.5223,0.27463318183633745,1.172,0,1.1908,0,.012,0.012,.9971,0.9973,.2475,0.247496118481427,.0078,0.015445034927637958,.0109,0.009512399999999999,.0568,0.057440250000000005,2026-09-05
1692,2022031504815,PTY 150/48/RND/DSD/NI/DH/N/1/Z,PTY,CSTPTY2606000364,SELLING,Y,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.9807,0.34458431164328085,1.6402,0,1.6402,0,.01,0.01,1.01,1.01,.2918,0.29468109082713545,.0139,0.009040034438226431,.0332,0.037114,,,2026-09-06
1693,2022031504816,PTY 150/48/RND/DSD/NI/DH/N/1/Z,PTY,CSTPTY2606000365,SELLING,Y,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),2.0178,0.34458431164328085,1.676,0,1.676,0,.01,0.01,1.01,1.01,.2918,0.29468109082713545,.0139,0.009040034438226431,.0332,0.037114,,,2026-09-06
1694,2022031504821,PTY 150/144/RND/DSD/LIM/DH/N/2/SS,PTY,CSTPTY2606003328,SELLING,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),2.1684,0.5104458685991933,1.6694,0,1.6694,0,.01,0.01,1.01,1.01,.3945,0.4035493827160494,.042,0.026732673267326736,.0452,0.05061,,,2026-09-06
1695,2022031504822,PTY 150/144/RND/DSD/LIM/DH/N/2/SS,PTY,CSTPTY2606003327,SELLING,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),2.1696,0.5104458685991933,1.6706,0,1.6706,0,.01,0.01,1.01,1.01,.3945,0.4035493827160494,.042,0.026732673267326736,.0452,0.05061,,,2026-09-06
1696,2022031504823,PTY 150/144/RND/DSD/LIM/DH/N/2/SS,PTY,CSTPTY2606003326,SELLING,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),2.1185,0.5104458685991933,1.6213,0,1.6213,0,.01,0.01,1.01,1.01,.3945,0.4035493827160494,.042,0.026732673267326736,.0452,0.05061,,,2026-09-06
1697,2022031504824,PTY 150/144/RND/DSD/LIM/DH/N/2/SS,PTY,CSTPTY2606003325,SELLING,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),2.1268,0.5104458685991933,1.6293,0,1.6293,0,.01,0.01,1.01,1.01,.3945,0.4035493827160494,.042,0.026732673267326736,.0452,0.05061,,,2026-09-06
1698,2022031504825,PTY 150/48/RND/DSD/NI/DH/N/1/Z,PTY,CSTPTY2606000366,SELLING,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.9439,0.34458431164328085,1.6047,0,1.6047,0,.01,0.01,1.01,1.01,.2918,0.29468109082713545,.0139,0.009040034438226431,.0332,0.037114,,,2026-09-06
1699,2022031504826,PTY 160/48/RND/DSD/NI/DH/N/1/Z,PTY,CSTPTY2606000951,SELLING,Y,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),2.0441,0.3208747070462849,1.6979,0,1.6979,0,.007,0.007,1.007,1.007,.2782,0.2762635226504395,.0139,0.00906696602046544,.0286,0.032053,,,2026-09-06
17,20201000032,POY 380/144/TBL/DBR/SIM/NS/1/O,POY,CSTPOY2606002056,SELLING,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.6128,0.19267238608413992,1.192,0,1.217,0,.02,0.02,.9895,0.9987,.1627,0.16264030643065203,.0078,0.015423383732185174,.0152,0.01307955,.2092,0.14469089999999998,2026-09-05
170,20210800289,POY 250/48/RND/DSD/SIM/NS/1/O,POY,CSTPOY2606000403,SELLING,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.6984,0.2748757475254087,1.172,0,1.1908,0,.012,0.012,.9816,0.982,.2475,0.247496118481427,.0078,0.015685675492192803,.0109,0.009512399999999999,.2479,0.23754899999999998,2026-09-05
1700,2022031904836,PTY 200/48/RND/SD/NI/DH/N/1/Z,PTY,CSTPTY2606000959,SELLING,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.7072,0.26571537639969783,1.4398,0,1.4398,0,.006,0.006,1.006,1.006,.2243,0.22411025928696085,.0132,0.010165096378252225,.0255,0.028679,,,2026-09-06
1701,2022031904837,PTY 300/72/RND/SD/NI/SH/N/1/Z,PTY,CSTPTY2606000981,SELLING,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.5708,0.20883377884730844,1.3602,0,1.3602,0,.006,0.006,1.006,1.006,.1736,0.16733566026759744,.0128,0.010649148586740428,.0255,0.028679,,,2026-09-06
1702,2022031904838,PTY 150/48/RND/DSD/NI/DH/N/1/Z/RW,PTY,CSTPTY2606001263,SELLING,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),2.467,0.32536349984803997,2.1286,0,2.1286,0,.01,0.01,1.01,1.01,.273,0.27566940754796543,.0139,0.009040034438226431,.0332,0.037114,,,2026-09-06
1703,2022031904839,PTY 150/36/RND/DSD/HIM/LTDH/N/1/Z,PTY,CSTPTY2606001404,SELLING,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.9584,0.4078696548918403,1.5388,0,1.5388,0,.006,0.006,1.006,1.006,.3111,0.29468109082713545,.0133,0.008697813121272368,.0285,0.032053,,,2026-09-06
1704,2022031904840,PTY 150/36/RND/DSD/IM/LTDH/N/1/Z,PTY,CSTPTY2606001678,SELLING,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.9251,0.3958787527049616,1.5388,0,1.5388,0,.006,0.006,1.006,1.006,.2896,0.29468109082713545,.0159,0.010437375745526839,.0285,0.032053,,,2026-09-06
1705,2022031904841,PTY 150/48/RND/DSD/IM/DH/N/1/Z,PTY,CSTPTY2606001708,SELLING,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.9233,0.39958271164328085,1.5327,0,1.5327,0,.01,0.01,1.01,1.01,.29,0.29468109082713545,.0139,0.009040034438226431,.0332,0.037114,,,2026-09-06
1706,2022031904842,PTY 150/48/TBL/BR/LIM/DH/N/1/Z,PTY,CSTPTY2606001819,SELLING,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.9355,0.43091628534790316,1.5171,0,1.5171,0,.007,0.007,1.007,1.007,.3438,0.34146486229819567,.014,0.010363816917938072,.0451,0.05061,,,2026-09-06
1707,2022031904843,PTY 150/48/RND/DSD/IM/DH/N/2/SZ,PTY,CSTPTY2606002010,SELLING,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),2.1127,0.41130559141542833,1.7148,0,1.7148,0,.007,0.007,1.007,1.007,.296,0.3052054154995331,.014,0.010111040895549341,.0331,0.037114,,,2026-09-06
1708,2022031904844,PTY 150/36/RND/DSD/HIM/RWLTDH/N/1/Z,PTY,CSTPTY2606002255,SELLING,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.9364,0.4078696548918403,1.5388,0,1.5388,0,.006,0.006,1.006,1.006,.2896,0.29468109082713545,.0133,0.008697813121272368,.0285,0.032053,,,2026-09-06
1709,2022031904845,PTY 300/96/RND/SD/NI/DH/N/1/S,PTY,CSTPTY2606002297,SELLING,Y,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.5669,0.22227180696498677,1.3564,0,1.3564,0,.0065,0.007,1.0065,1.007,.1822,0.18031859942629033,.0125,0.010638573464012781,.0255,0.028679,,,2026-09-06
171,20210800290,POY 250/48/RND/DSD/SIM/NS/1/O,POY,CSTPOY2606000404,SELLING,Y,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.581,0.27463786646879695,1.172,0,1.1908,0,.012,0.012,.9968,0.997,.2475,0.247496118481427,.0078,0.015449682380474759,.0109,0.009512399999999999,.1147,0.11500350000000001,2026-09-05
1710,2022031904846,PTY 300/96/TBL/DBR/IM/HSSH/N/4/SSSS/SHRIVEL,PTY,CSTPTY2606003789,SELLING,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.8688,0.38328958835058186,1.4361,0,1.4361,0,.013,0.013,1.013,1.013,.2646,0.26112018881626725,.0188,0.014684106614017773,.0454,0.05061,,,2026-09-06
1711,2022032104847,PTY 2400/576/RND/SD/SIM/SH/N/1/Z,PLY,CSTPTY2606001335,SELLING,Y,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.722,0.09445512504727333,1.5939,0,1.5939,0,.004,0.004,1.004,1.004,.0608,0.06247062969924812,.036,0.03137450199203188,0,0,,,2026-09-06
1712,2022032104848,PTY 1600/576/RND/SD/SIM/SH/N/1/Z,PLY,CSTPTY2606001370,SELLING,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.8334,0.06382792496755893,1.7018,0,1.7018,0,.003,0.003,1.003,1.003,.0191,0.01910864400584795,.0194,0.014307078763708873,0,0,,,2026-09-06
1713,2022032104849,PTY 1800/432/RND/SD/IM/SH/N/1/Z,PLY,CSTPTY2606002670,SELLING,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.7676,0.15810255516540467,1.5708,0,1.5708,0,.007,0.007,1.007,1.007,.0914,0.09231770833333333,.0142,0.010363816917938074,0,0,,,2026-09-06
1714,2022032204852,PTY 150/48/RND/DSD/HIM/DH/N/1/Z,PTY,CSTPTY2606000034,SELLING,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.9679,0.41295150019257054,1.5629,0,1.5629,0,.01,0.01,1.01,1.01,.29,0.29468109082713545,.0133,0.008663366336633664,.0332,0.037114,,,2026-09-06
