input_product_code,input_type,input_product_sys_id,dipakai_oleh_n_parent,perilaku,cost_hulu_tersedia,status_cost_hulu
CSTPOY2606001747,POY,1834,1,GAGAL - selalu unit_cost=1,2.914515,CALCULATED
CSTPOY2606001748,POY,1835,1,GAGAL - selalu unit_cost=1,2.914515,CALCULATED
CSTPOY2606001749,POY,1836,1,GAGAL - selalu unit_cost=1,2.914515,CALCULATED
CSTPOY2606001750,POY,1837,1,GAGAL - selalu unit_cost=1,2.909222,CALCULATED
CSTPOY2606001751,POY,1838,1,GAGAL - selalu unit_cost=1,2.910320,CALCULATED
CSTPOY2606001752,POY,1839,1,GAGAL - selalu unit_cost=1,2.901338,CALCULATED
CSTPOY2606001753,POY,1840,1,GAGAL - selalu unit_cost=1,2.889578,CALCULATED
CSTPOY2606001754,POY,1841,1,GAGAL - selalu unit_cost=1,2.884601,CALCULATED
CSTPOY2606001770,POY,1857,1,GAGAL - selalu unit_cost=1,2.924513,CALCULATED
CSTPOY2606001774,POY,1861,1,GAGAL - selalu unit_cost=1,2.910720,CALCULATED
CSTPOY2606001775,POY,1862,1,GAGAL - selalu unit_cost=1,2.888583,CALCULATED
CSTPOY2606001776,POY,1863,1,GAGAL - selalu unit_cost=1,2.918713,CALCULATED
CSTPOY2606001777,POY,1864,1,GAGAL - selalu unit_cost=1,2.919512,CALCULATED
CSTPOY2606001778,POY,1865,1,GAGAL - selalu unit_cost=1,2.914515,CALCULATED
CSTPOY2606001779,POY,1866,1,GAGAL - selalu unit_cost=1,2.920512,CALCULATED
CSTPOY2606001780,POY,1867,1,GAGAL - selalu unit_cost=1,2.818262,CALCULATED
CSTPOY2606001781,POY,1868,1,GAGAL - selalu unit_cost=1,2.850156,CALCULATED
CSTPOY2606001782,POY,1869,1,GAGAL - selalu unit_cost=1,2.859193,CALCULATED
CSTPOY2606001783,POY,1870,1,GAGAL - selalu unit_cost=1,2.887687,CALCULATED
CSTPOY2606001784,POY,1871,1,GAGAL - selalu unit_cost=1,2.923512,CALCULATED
CSTPOY2606001785,POY,1872,1,GAGAL - selalu unit_cost=1,2.911219,CALCULATED
CSTPOY2606001786,POY,1873,1,GAGAL - selalu unit_cost=1,2.914515,CALCULATED
CSTPOY2606001787,POY,1874,1,GAGAL - selalu unit_cost=1,2.921512,CALCULATED
CSTPOY2606001788,POY,1875,1,GAGAL - selalu unit_cost=1,2.899045,CALCULATED
CSTPOY2606001789,POY,1876,1,GAGAL - selalu unit_cost=1,2.894559,CALCULATED
CSTPOY2606001790,POY,1877,1,GAGAL - selalu unit_cost=1,2.894559,CALCULATED
CSTPOY2606001791,POY,1878,1,GAGAL - selalu unit_cost=1,2.904531,CALCULATED
CSTPOY2606001792,POY,1879,1,GAGAL - selalu unit_cost=1,2.904531,CALCULATED
CSTPOY2606001793,POY,1880,1,GAGAL - selalu unit_cost=1,2.894559,CALCULATED
CSTPOY2606001794,POY,1881,1,GAGAL - selalu unit_cost=1,2.894559,CALCULATED
CSTPOY2606001795,POY,1882,1,GAGAL - selalu unit_cost=1,2.894559,CALCULATED
CSTPOY2606001796,POY,1883,1,GAGAL - selalu unit_cost=1,2.904531,CALCULATED
CSTPOY2606001797,POY,1884,1,GAGAL - selalu unit_cost=1,2.904531,CALCULATED
CSTPOY2606001798,POY,1885,1,GAGAL - selalu unit_cost=1,2.894559,CALCULATED
CSTPOY2606001799,POY,1886,1,GAGAL - selalu unit_cost=1,2.899543,CALCULATED
CSTPOY2606001800,POY,1887,1,GAGAL - selalu unit_cost=1,2.915015,CALCULATED
CSTPOY2606001801,POY,1888,1,GAGAL - selalu unit_cost=1,2.920012,CALCULATED
CSTPOY2606001803,POY,1890,1,GAGAL - selalu unit_cost=1,2.917513,CALCULATED
CSTPOY2606001804,POY,1891,1,GAGAL - selalu unit_cost=1,2.895855,CALCULATED
CSTPOY2606001805,POY,1892,1,GAGAL - selalu unit_cost=1,2.874657,CALCULATED
CSTPOY2606001806,POY,1893,1,GAGAL - selalu unit_cost=1,2.884601,CALCULATED
CSTPOY2606001807,POY,1894,1,GAGAL - selalu unit_cost=1,2.904531,CALCULATED
CSTPOY2606001808,POY,1895,1,GAGAL - selalu unit_cost=1,2.919512,CALCULATED
CSTPOY2606001809,POY,1896,1,GAGAL - selalu unit_cost=1,2.914515,CALCULATED
CSTPOY2606001810,POY,1897,1,GAGAL - selalu unit_cost=1,2.904531,CALCULATED
CSTPOY2606001811,POY,1898,1,GAGAL - selalu unit_cost=1,2.914515,CALCULATED
CSTPOY2606001812,POY,1899,1,GAGAL - selalu unit_cost=1,2.914515,CALCULATED
CSTPOY2606001813,POY,1900,1,GAGAL - selalu unit_cost=1,2.909521,CALCULATED
CSTPOY2606001814,POY,1901,1,GAGAL - selalu unit_cost=1,2.904531,CALCULATED
CSTPOY2606001815,POY,1902,1,GAGAL - selalu unit_cost=1,2.914515,CALCULATED
CSTPOY2606001816,POY,1903,1,GAGAL - selalu unit_cost=1,2.919512,CALCULATED
CSTPOY2606001817,POY,1904,1,GAGAL - selalu unit_cost=1,2.921012,CALCULATED
CSTPOY2606001818,POY,1905,1,GAGAL - selalu unit_cost=1,2.910520,CALCULATED
CSTPOY2606001822,POY,1909,1,GAGAL - selalu unit_cost=1,1.422300,CALCULATED
CSTPOY2606001831,POY,1918,1,GAGAL - selalu unit_cost=1,1.235572,CALCULATED
CSTPOY2606001834,POY,1921,1,GAGAL - selalu unit_cost=1,3.022855,CALCULATED
CSTPOY2606001835,POY,1922,1,GAGAL - selalu unit_cost=1,3.024848,CALCULATED
CSTPOY2606001838,POY,1925,1,GAGAL - selalu unit_cost=1,3.013379,CALCULATED
CSTPOY2606001847,POY,1934,1,GAGAL - selalu unit_cost=1,3.109395,CALCULATED
CSTPOY2606001871,POY,1958,1,GAGAL - selalu unit_cost=1,3.115868,CALCULATED
CSTPOY2606001872,POY,1959,1,GAGAL - selalu unit_cost=1,3.112066,CALCULATED
CSTPOY2606001873,POY,1960,1,GAGAL - selalu unit_cost=1,3.119672,CALCULATED
CSTPOY2606001874,POY,1961,1,GAGAL - selalu unit_cost=1,3.091750,CALCULATED
CSTPOY2606001876,POY,1963,1,GAGAL - selalu unit_cost=1,1.353580,CALCULATED
CSTPOY2606001877,POY,1964,1,GAGAL - selalu unit_cost=1,1.349296,CALCULATED
CSTPOY2606001878,POY,1965,1,GAGAL - selalu unit_cost=1,1.361457,CALCULATED
CSTPOY2606001880,POY,1967,1,GAGAL - selalu unit_cost=1,3.046829,CALCULATED
CSTPOY2606001883,POY,1970,1,GAGAL - selalu unit_cost=1,3.027767,CALCULATED
CSTPOY2606001884,POY,1971,1,GAGAL - selalu unit_cost=1,3.017906,CALCULATED
CSTPOY2606001885,POY,1972,1,GAGAL - selalu unit_cost=1,3.019959,CALCULATED
CSTPOY2606001886,POY,1973,1,GAGAL - selalu unit_cost=1,3.022527,CALCULATED
CSTPOY2606001887,POY,1974,1,GAGAL - selalu unit_cost=1,3.020883,CALCULATED
CSTPOY2606001888,POY,1975,1,GAGAL - selalu unit_cost=1,3.026431,CALCULATED
CSTPOY2606001889,POY,1976,1,GAGAL - selalu unit_cost=1,3.019548,CALCULATED
CSTPOY2606001890,POY,1977,1,GAGAL - selalu unit_cost=1,3.024376,CALCULATED
CSTPOY2606001891,POY,1978,1,GAGAL - selalu unit_cost=1,3.012364,CALCULATED
CSTPOY2606001892,POY,1979,1,GAGAL - selalu unit_cost=1,3.022321,CALCULATED
CSTPOY2606001893,POY,1980,1,GAGAL - selalu unit_cost=1,3.021294,CALCULATED
CSTPOY2606001894,POY,1981,1,GAGAL - selalu unit_cost=1,3.003649,CALCULATED
CSTPOY2606001895,POY,1982,1,GAGAL - selalu unit_cost=1,3.018008,CALCULATED
CSTPOY2606001896,POY,1983,1,GAGAL - selalu unit_cost=1,3.023246,CALCULATED
CSTPOY2606001897,POY,1984,1,GAGAL - selalu unit_cost=1,3.023554,CALCULATED
CSTPOY2606001898,POY,1985,1,GAGAL - selalu unit_cost=1,3.008261,CALCULATED
CSTPOY2606001899,POY,1986,1,GAGAL - selalu unit_cost=1,2.982671,CALCULATED
CSTPOY2606001900,POY,1987,1,GAGAL - selalu unit_cost=1,2.998015,CALCULATED
CSTPOY2606001901,POY,1988,1,GAGAL - selalu unit_cost=1,3.008261,CALCULATED
CSTPOY2606001902,POY,1989,1,GAGAL - selalu unit_cost=1,3.008261,CALCULATED
CSTPOY2606001903,POY,1990,1,GAGAL - selalu unit_cost=1,2.987782,CALCULATED
CSTPOY2606001904,POY,1991,1,GAGAL - selalu unit_cost=1,2.987782,CALCULATED
CSTPOY2606001905,POY,1992,1,GAGAL - selalu unit_cost=1,3.018522,CALCULATED
CSTPOY2606001906,POY,1993,1,GAGAL - selalu unit_cost=1,3.018522,CALCULATED
CSTPOY2606001907,POY,1994,1,GAGAL - selalu unit_cost=1,2.987782,CALCULATED
CSTPOY2606001908,POY,1995,1,GAGAL - selalu unit_cost=1,2.998015,CALCULATED
CSTPOY2606001909,POY,1996,1,GAGAL - selalu unit_cost=1,3.018522,CALCULATED
CSTPOY2606001910,POY,1997,1,GAGAL - selalu unit_cost=1,2.998015,CALCULATED
CSTPOY2606001911,POY,1998,1,GAGAL - selalu unit_cost=1,3.009287,CALCULATED
CSTPOY2606001912,POY,1999,1,GAGAL - selalu unit_cost=1,1.520193,CALCULATED
CSTPOY2606001913,POY,2000,1,GAGAL - selalu unit_cost=1,1.344986,CALCULATED
CSTPOY2606001916,POY,2003,1,GAGAL - selalu unit_cost=1,1.318842,CALCULATED
CSTPOY2606001917,POY,2004,1,GAGAL - selalu unit_cost=1,1.282778,CALCULATED
CSTPOY2606001919,POY,2006,1,GAGAL - selalu unit_cost=1,2.994253,CALCULATED
CSTPOY2606001920,POY,2007,1,GAGAL - selalu unit_cost=1,2.993842,CALCULATED
CSTPOY2606001921,POY,2008,1,GAGAL - selalu unit_cost=1,2.994253,CALCULATED
CSTPOY2606001922,POY,2009,1,GAGAL - selalu unit_cost=1,2.991168,CALCULATED
CSTPOY2606001925,POY,2012,1,GAGAL - selalu unit_cost=1,2.994253,CALCULATED
CSTPOY2606001934,POY,2021,1,GAGAL - selalu unit_cost=1,2.994253,CALCULATED
CSTPOY2606001936,POY,2023,1,GAGAL - selalu unit_cost=1,2.994253,CALCULATED
CSTPOY2606001948,POY,2035,1,GAGAL - selalu unit_cost=1,2.996824,CALCULATED
CSTPOY2606001956,POY,2043,1,GAGAL - selalu unit_cost=1,2.994253,CALCULATED
CSTPOY2606001958,POY,2045,1,GAGAL - selalu unit_cost=1,2.990243,CALCULATED
CSTPOY2606001959,POY,2046,1,GAGAL - selalu unit_cost=1,2.986544,CALCULATED
CSTPOY2606001960,POY,2047,1,GAGAL - selalu unit_cost=1,2.996001,CALCULATED
CSTPOY2606001961,POY,2048,1,GAGAL - selalu unit_cost=1,2.990141,CALCULATED
CSTPOY2606001962,POY,2049,1,GAGAL - selalu unit_cost=1,2.966842,CALCULATED
CSTPOY2606001963,POY,2050,1,GAGAL - selalu unit_cost=1,3.001146,CALCULATED
CSTPOY2606001964,POY,2051,1,GAGAL - selalu unit_cost=1,2.997339,CALCULATED
CSTPOY2606001965,POY,2052,1,GAGAL - selalu unit_cost=1,3.001455,CALCULATED
CSTPOY2606001966,POY,2053,1,GAGAL - selalu unit_cost=1,2.992197,CALCULATED
CSTPOY2606001967,POY,2054,1,GAGAL - selalu unit_cost=1,2.988085,CALCULATED
CSTPOY2606001968,POY,2055,1,GAGAL - selalu unit_cost=1,2.999397,CALCULATED
CSTPOY2606001969,POY,2056,1,GAGAL - selalu unit_cost=1,2.994253,CALCULATED
CSTPOY2606001970,POY,2057,1,GAGAL - selalu unit_cost=1,2.992505,CALCULATED
CSTPOY2606001972,POY,2059,1,GAGAL - selalu unit_cost=1,2.994253,CALCULATED
CSTPOY2606001973,POY,2060,1,GAGAL - selalu unit_cost=1,2.994253,CALCULATED
CSTPOY2606001974,POY,2061,1,GAGAL - selalu unit_cost=1,2.954247,CALCULATED
CSTPOY2606001975,POY,2062,1,GAGAL - selalu unit_cost=1,2.977918,CALCULATED
CSTPOY2606001976,POY,2063,1,GAGAL - selalu unit_cost=1,2.996824,CALCULATED
CSTPOY2606001977,POY,2064,1,GAGAL - selalu unit_cost=1,2.986030,CALCULATED
CSTPOY2606001978,POY,2065,1,GAGAL - selalu unit_cost=1,2.968584,CALCULATED
CSTPOY2606001979,POY,2066,1,GAGAL - selalu unit_cost=1,2.986030,CALCULATED
CSTPOY2606001980,POY,2067,1,GAGAL - selalu unit_cost=1,2.986030,CALCULATED
CSTPOY2606001981,POY,2068,1,GAGAL - selalu unit_cost=1,2.987058,CALCULATED
CSTPOY2606001982,POY,2069,1,GAGAL - selalu unit_cost=1,2.992711,CALCULATED
CSTPOY2606001983,POY,2070,1,GAGAL - selalu unit_cost=1,2.995796,CALCULATED
CSTPOY2606001984,POY,2071,1,GAGAL - selalu unit_cost=1,2.985414,CALCULATED
CSTPOY2606001985,POY,2072,1,GAGAL - selalu unit_cost=1,2.991168,CALCULATED
CSTPOY2606001986,POY,2073,1,GAGAL - selalu unit_cost=1,2.973711,CALCULATED
CSTPOY2606001987,POY,2074,1,GAGAL - selalu unit_cost=1,2.994253,CALCULATED
CSTPOY2606001991,POY,2078,1,GAGAL - selalu unit_cost=1,2.990346,CALCULATED
CSTPOY2606001994,POY,2081,1,GAGAL - selalu unit_cost=1,2.999911,CALCULATED
CSTPOY2606001995,POY,2082,1,GAGAL - selalu unit_cost=1,2.991271,CALCULATED
CSTPOY2606001998,POY,2085,1,GAGAL - selalu unit_cost=1,3.003308,CALCULATED
CSTPOY2606001999,POY,2086,1,GAGAL - selalu unit_cost=1,2.999808,CALCULATED
CSTPOY2606002001,POY,2088,1,GAGAL - selalu unit_cost=1,2.990141,CALCULATED
CSTPOY2606002002,POY,2089,1,GAGAL - selalu unit_cost=1,2.985003,CALCULATED
CSTPOY2606002003,POY,2090,1,GAGAL - selalu unit_cost=1,3.000940,CALCULATED
CSTPOY2606002004,POY,2091,1,GAGAL - selalu unit_cost=1,2.981408,CALCULATED
CSTPOY2606002005,POY,2092,1,GAGAL - selalu unit_cost=1,2.958341,CALCULATED
CSTPOY2606002006,POY,2093,1,GAGAL - selalu unit_cost=1,2.978842,CALCULATED
CSTPOY2606002007,POY,2094,1,GAGAL - selalu unit_cost=1,2.966022,CALCULATED
CSTPOY2606002010,POY,2097,1,GAGAL - selalu unit_cost=1,3.000940,CALCULATED
CSTPOY2606002011,POY,2098,1,GAGAL - selalu unit_cost=1,2.985516,CALCULATED
CSTPOY2606002013,POY,2100,1,GAGAL - selalu unit_cost=1,2.974224,CALCULATED
CSTPOY2606002014,POY,2101,1,GAGAL - selalu unit_cost=1,2.986030,CALCULATED
CSTPOY2606002015,POY,2102,1,GAGAL - selalu unit_cost=1,3.001764,CALCULATED
CSTPOY2606002016,POY,2103,1,GAGAL - selalu unit_cost=1,2.987366,CALCULATED
CSTPOY2606002018,POY,2105,1,GAGAL - selalu unit_cost=1,2.993842,CALCULATED
CSTPOY2606002025,POY,2112,1,GAGAL - selalu unit_cost=1,2.990552,CALCULATED
CSTPOY2606002026,POY,2113,1,GAGAL - selalu unit_cost=1,2.983976,CALCULATED
CSTPOY2606002027,POY,2114,1,GAGAL - selalu unit_cost=1,2.983976,CALCULATED
CSTPOY2606002028,POY,2115,1,GAGAL - selalu unit_cost=1,2.983976,CALCULATED
CSTPOY2606002029,POY,2116,1,GAGAL - selalu unit_cost=1,2.992197,CALCULATED
CSTPOY2606002030,POY,2117,1,GAGAL - selalu unit_cost=1,2.988085,CALCULATED
CSTPOY2606002031,POY,2118,1,GAGAL - selalu unit_cost=1,2.993430,CALCULATED
CSTPOY2606002032,POY,2119,1,GAGAL - selalu unit_cost=1,2.981922,CALCULATED
CSTPOY2606002033,POY,2120,1,GAGAL - selalu unit_cost=1,2.990654,CALCULATED
CSTPOY2606002034,POY,2121,1,GAGAL - selalu unit_cost=1,2.991682,CALCULATED
CSTPOY2606002041,POY,2128,1,GAGAL - selalu unit_cost=1,3.031726,CALCULATED
CSTPOY2606002042,POY,2129,1,GAGAL - selalu unit_cost=1,3.031109,CALCULATED
CSTPOY2606002043,POY,2130,1,GAGAL - selalu unit_cost=1,3.009238,CALCULATED
CSTPOY2606002044,POY,2131,1,GAGAL - selalu unit_cost=1,3.033165,CALCULATED
CSTPOY2606002045,POY,2132,1,GAGAL - selalu unit_cost=1,3.032240,CALCULATED
CSTPOY2606002046,POY,2133,1,GAGAL - selalu unit_cost=1,3.030492,CALCULATED
CSTPOY2606002047,POY,2134,1,GAGAL - selalu unit_cost=1,3.032754,CALCULATED
CSTPOY2606002048,POY,2135,1,GAGAL - selalu unit_cost=1,3.033165,CALCULATED
CSTPOY2606002049,POY,2136,1,GAGAL - selalu unit_cost=1,3.018267,CALCULATED
CSTPOY2606002050,POY,2137,1,GAGAL - selalu unit_cost=1,3.003908,CALCULATED
CSTPOY2606002051,POY,2138,1,GAGAL - selalu unit_cost=1,3.024839,CALCULATED
CSTPOY2606002052,POY,2139,1,GAGAL - selalu unit_cost=1,3.029772,CALCULATED
CSTPOY2606002054,POY,2141,1,GAGAL - selalu unit_cost=1,3.028539,CALCULATED
CSTPOY2606002055,POY,2142,1,GAGAL - selalu unit_cost=1,3.024428,CALCULATED
CSTPOY2606002056,POY,2143,1,GAGAL - selalu unit_cost=1,3.024120,CALCULATED
CSTPOY2606002057,POY,2144,1,GAGAL - selalu unit_cost=1,3.027100,CALCULATED
CSTPTY2606004920,PTY,33416,1,GAGAL - selalu unit_cost=1,2.881812,CALCULATED
CSTPTY2606004921,PTY,33417,1,GAGAL - selalu unit_cost=1,2.881812,CALCULATED
CSTPTY2606004960,PTY,33456,1,GAGAL - selalu unit_cost=1,1.394584,CALCULATED
CSTPTY2606004965,PTY,33461,1,GAGAL - selalu unit_cost=1,1.532881,CALCULATED
CSTPTY2606004981,PTY,33477,1,GAGAL - selalu unit_cost=1,3.114610,CALCULATED
CSTPTY2606005012,PTY,33508,1,GAGAL - selalu unit_cost=1,1.488068,CALCULATED
CSTPTY2606005092,PTY,33588,1,GAGAL - selalu unit_cost=1,3.006587,CALCULATED
CSTPTY2606005100,PTY,33596,1,GAGAL - selalu unit_cost=1,1.321879,CALCULATED
CSTPTY2606005102,PTY,33598,1,GAGAL - selalu unit_cost=1,2.856555,CALCULATED
CSTPTY2606005621,PTY,33678,1,GAGAL - selalu unit_cost=1,1.635531,CALCULATED
CSTPTY2606005622,PTY,33679,1,GAGAL - selalu unit_cost=1,1.417734,CALCULATED
CSTPTY2606005623,PTY,33680,1,GAGAL - selalu unit_cost=1,1.396618,CALCULATED
CSTPTY2606005624,PTY,33681,1,GAGAL - selalu unit_cost=1,1.396618,CALCULATED
CSTPTY2606005625,PTY,33682,1,GAGAL - selalu unit_cost=1,1.532355,CALCULATED
CSTPTY2606005626,PTY,33683,1,GAGAL - selalu unit_cost=1,1.348581,CALCULATED
CSTPTY2606005627,PTY,33684,1,GAGAL - selalu unit_cost=1,1.510224,CALCULATED
CSTPTY2606005663,PTY,33720,1,GAGAL - selalu unit_cost=1,2.906237,CALCULATED
CSTPTY2606005664,PTY,33721,1,GAGAL - selalu unit_cost=1,2.906237,CALCULATED
CSTPTY2606005671,PTY,33728,1,GAGAL - selalu unit_cost=1,1.360589,CALCULATED
CSTPTY2606005673,PTY,33730,1,GAGAL - selalu unit_cost=1,1.397856,CALCULATED
CSTPTY2606005677,PTY,33734,1,GAGAL - selalu unit_cost=1,1.379969,CALCULATED
CSTPTY2606005678,PTY,33735,1,GAGAL - selalu unit_cost=1,1.389494,CALCULATED
CSTPTY2606005684,PTY,33741,1,GAGAL - selalu unit_cost=1,1.456964,CALCULATED
CSTPTY2606005690,PTY,33747,1,GAGAL - selalu unit_cost=1,2.906237,CALCULATED
CSTPTY2606005692,PTY,33749,1,GAGAL - selalu unit_cost=1,1.525305,CALCULATED
CSTPTY2606005693,PTY,33750,1,GAGAL - selalu unit_cost=1,2.912667,CALCULATED
CSTPTY2606005694,PTY,33751,1,GAGAL - selalu unit_cost=1,2.912667,CALCULATED
CSTPTY2606005695,PTY,33752,1,GAGAL - selalu unit_cost=1,2.912667,CALCULATED
CSTPTY2606005696,PTY,33753,1,GAGAL - selalu unit_cost=1,2.973742,CALCULATED
CSTPTY2606005704,PTY,33761,1,GAGAL - selalu unit_cost=1,1.321481,CALCULATED
CSTPTY2606005705,PTY,33762,1,GAGAL - selalu unit_cost=1,2.983730,CALCULATED
CSTPTY2606005706,PTY,33763,1,GAGAL - selalu unit_cost=1,2.983730,CALCULATED
CSTPTY2606005713,PTY,33770,1,GAGAL - selalu unit_cost=1,1.304557,CALCULATED
CSTPTY2606005724,PTY,33781,1,GAGAL - selalu unit_cost=1,2.992009,CALCULATED
CSTPTY2606005725,PTY,33782,1,GAGAL - selalu unit_cost=1,3.119935,CALCULATED
CSTPTY2606005726,PTY,33783,1,GAGAL - selalu unit_cost=1,3.119935,CALCULATED
CSTPTY2606005740,PTY,33797,1,GAGAL - selalu unit_cost=1,1.339611,CALCULATED
CSTPTY2606005748,PTY,33805,1,GAGAL - selalu unit_cost=1,3.119075,CALCULATED
CSTPTY2606005749,PTY,33806,1,GAGAL - selalu unit_cost=1,3.119075,CALCULATED
CSTPTY2606005750,PTY,33807,1,GAGAL - selalu unit_cost=1,3.119075,CALCULATED
CSTPTY2606005751,PTY,33808,1,GAGAL - selalu unit_cost=1,3.037990,CALCULATED
CSTPTY2606005752,PTY,33809,1,GAGAL - selalu unit_cost=1,3.037990,CALCULATED
CSTPTY2606005753,PTY,33810,1,GAGAL - selalu unit_cost=1,3.037990,CALCULATED
CSTPTY2606005754,PTY,33811,1,GAGAL - selalu unit_cost=1,1.582177,CALCULATED
CSTPTY2606005755,PTY,33812,1,GAGAL - selalu unit_cost=1,1.477174,CALCULATED
CSTPTY2606005760,PTY,33817,1,GAGAL - selalu unit_cost=1,3.010042,CALCULATED
CSTPTY2606005761,PTY,33818,1,GAGAL - selalu unit_cost=1,3.010042,CALCULATED
CSTPTY2606005762,PTY,33819,1,GAGAL - selalu unit_cost=1,3.010042,CALCULATED
CSTPTY2606005783,PTY,33840,1,GAGAL - selalu unit_cost=1,1.758132,CALCULATED
CSTPTY2606005802,PTY,33867,1,GAGAL - selalu unit_cost=1,1.393138,CALCULATED
CSTPTY2606005803,PTY,33868,1,GAGAL - selalu unit_cost=1,2.917192,CALCULATED
CSTPTY2606005809,PTY,33874,1,GAGAL - selalu unit_cost=1,1.342156,CALCULATED
CSTPTY2606005810,PTY,33875,1,GAGAL - selalu unit_cost=1,1.328356,CALCULATED
CSTPTY2606005811,PTY,33876,1,GAGAL - selalu unit_cost=1,2.923188,CALCULATED
CSTPTY2606005818,PTY,33883,1,GAGAL - selalu unit_cost=1,1.809535,CALCULATED
CSTPTY2606005819,PTY,33884,1,GAGAL - selalu unit_cost=1,1.314706,CALCULATED
CSTPTY2606005822,PTY,33887,1,GAGAL - selalu unit_cost=1,3.017104,CALCULATED
CSTPTY2606005823,PTY,33888,1,GAGAL - selalu unit_cost=1,2.909702,CALCULATED
CSTPTY2606005832,PTY,33897,1,GAGAL - selalu unit_cost=1,2.944741,CALCULATED
CSTPTY2606005844,PTY,33909,1,GAGAL - selalu unit_cost=1,1.318312,CALCULATED
CSTPTY2606005845,PTY,33910,1,GAGAL - selalu unit_cost=1,3.028925,CALCULATED
CSTPTY2606005857,PTY,33922,1,GAGAL - selalu unit_cost=1,3.083660,CALCULATED
CSTPTY2606005858,PTY,33923,1,GAGAL - selalu unit_cost=1,1.482871,CALCULATED
CSTPTY2606005862,PTY,33927,1,GAGAL - selalu unit_cost=1,1.363901,CALCULATED
CSTPTY2606005864,PTY,33929,1,GAGAL - selalu unit_cost=1,1.408307,CALCULATED
CSTPTY2606005865,PTY,33930,1,GAGAL - selalu unit_cost=1,1.321721,CALCULATED
CSTPTY2606005866,PTY,33931,1,GAGAL - selalu unit_cost=1,1.264561,CALCULATED
CSTPTY2606005874,PTY,33939,1,GAGAL - selalu unit_cost=1,2.925673,CALCULATED
CSTPTY2606005875,PTY,33940,1,GAGAL - selalu unit_cost=1,2.819347,CALCULATED
CSTPTY2606005876,PTY,33941,1,GAGAL - selalu unit_cost=1,2.883514,CALCULATED
CSTPTY2606005878,PTY,33943,1,GAGAL - selalu unit_cost=1,1.408623,CALCULATED
CSTPTY2606005880,PTY,33945,1,GAGAL - selalu unit_cost=1,3.149343,CALCULATED
CSTPTY2606005887,PTY,33952,1,GAGAL - selalu unit_cost=1,2.949859,CALCULATED
CSTPTY2606005898,PTY,33963,1,GAGAL - selalu unit_cost=1,1.544682,CALCULATED
CSTPTY2606005899,PTY,33964,1,GAGAL - selalu unit_cost=1,2.883514,CALCULATED
CSTPTY2606005901,PTY,33966,1,GAGAL - selalu unit_cost=1,1.301411,CALCULATED
CSTPTY2606005902,PTY,33967,1,GAGAL - selalu unit_cost=1,1.392897,CALCULATED
CSTPTY2606005908,PTY,33973,1,GAGAL - selalu unit_cost=1,3.236410,CALCULATED
CSTPTY2606005918,PTY,33983,1,GAGAL - selalu unit_cost=1,1.647189,CALCULATED
CSTPTY2606005921,PTY,33986,1,GAGAL - selalu unit_cost=1,1.381375,CALCULATED
CSTPTY2606005925,PTY,33990,1,GAGAL - selalu unit_cost=1,1.341208,CALCULATED
CSTPTY2606005926,PTY,33991,1,GAGAL - selalu unit_cost=1,1.544682,CALCULATED
CSTPTY2606005940,PTY,34005,1,GAGAL - selalu unit_cost=1,2.921933,CALCULATED
CSTPTY2606005941,PTY,34006,1,GAGAL - selalu unit_cost=1,2.921933,CALCULATED
CSTPTY2606005944,PTY,34009,1,GAGAL - selalu unit_cost=1,3.060757,CALCULATED
CSTPTY2606005945,PTY,34010,1,GAGAL - selalu unit_cost=1,3.060757,CALCULATED
CSTPTY2606005946,PTY,34011,1,GAGAL - selalu unit_cost=1,3.060757,CALCULATED
CSTPTY2606005947,PTY,34012,1,GAGAL - selalu unit_cost=1,3.060757,CALCULATED
CSTPTY2606005948,PTY,34013,1,GAGAL - selalu unit_cost=1,3.060757,CALCULATED
CSTPTY2606005949,PTY,34014,1,GAGAL - selalu unit_cost=1,3.060757,CALCULATED
CSTPTY2606005950,PTY,34015,1,GAGAL - selalu unit_cost=1,3.060757,CALCULATED
CSTPTY2606005951,PTY,34016,1,GAGAL - selalu unit_cost=1,3.060757,CALCULATED
CSTPTY2606005952,PTY,34017,1,GAGAL - selalu unit_cost=1,3.060757,CALCULATED
CSTPTY2606005953,PTY,34018,1,GAGAL - selalu unit_cost=1,3.060757,CALCULATED
CSTPTY2606005954,PTY,34019,1,GAGAL - selalu unit_cost=1,3.060757,CALCULATED
CSTPTY2606005955,PTY,34020,1,GAGAL - selalu unit_cost=1,3.060757,CALCULATED
CSTPTY2606005956,PTY,34021,1,GAGAL - selalu unit_cost=1,3.060757,CALCULATED
CSTPTY2606005976,PTY,34041,1,GAGAL - selalu unit_cost=1,2.993581,CALCULATED
CSTPTY2606005981,PTY,34046,1,GAGAL - selalu unit_cost=1,3.080071,CALCULATED
CSTPTY2606005982,PTY,34047,1,GAGAL - selalu unit_cost=1,2.967922,CALCULATED
CSTPTY2606005983,PTY,34048,1,GAGAL - selalu unit_cost=1,2.918711,CALCULATED
CSTPTY2606005984,PTY,34049,1,GAGAL - selalu unit_cost=1,1.499928,CALCULATED
CSTPTY2606006020,PTY,34085,1,GAGAL - selalu unit_cost=1,1.322612,CALCULATED
CSTPTY2606006056,PTY,34121,1,GAGAL - selalu unit_cost=1,1.419368,CALCULATED
CSTPTY2606006057,PTY,34122,1,GAGAL - selalu unit_cost=1,2.906499,CALCULATED
